tmp1,tmp2,score,atan,sum,is_anomaly
0.07319103208657286,-0.1318236462598046,0.49885527571758825,0.46273141031316384,0.9029540718575204,0
-0.4539497923100078,-0.34590628061970635,0.18634297605127664,0.18422998736954163,-0.4292831095088959,0
-0.4006023784341442,-0.044461719163292626,0.5059227089418817,0.4683745423643495,0.5292331537087943,0
-1.002452228988962,1.1802643710361496,0.5170165367374862,0.47716798091700263,1.1719966597016764,0
0.2776689422987666,-1.175376903089653,0.5503477086770769,0.5031101265700358,0.15574987445622623,0
-1.170882417290874,1.2350537526223673,0.13037971330658243,0.12964838870509107,0.3241994373431667,0
-0.708881357808007,0.8158753593459573,0.5141027259862885,0.47486603234683644,1.0959627598710753,0
-0.339778409828311,0.7271878245950254,0.642560224453873,0.5711273575692966,1.6010969967898838,0
-0.5151222513883993,-0.8436192727567356,0.5891151905494774,0.5323775178703705,-0.2372488157252871,0
-0.057830552066221896,1.0576588710495813,0.510539343615865,0.4720434909447629,1.9824111535439872,0
-0.6268105219174257,0.4390716837599663,0.23621874977082913,0.23196661322977383,0.2804465248431436,0
0.016692675565773935,-1.516105198989755,0.4693208451751505,0.43880446795020556,-0.591287210298625,0
-0.1897767194302537,-1.7099994831715464,0.42265631597995534,0.3998838523830196,-1.0772360342388252,0
-0.3024968580571549,-1.431788026974489,0.5740389114016089,0.5211116962543969,-0.6391342773756381,0
-0.6484040470898634,1.648159145795387,0.09138458768208164,0.09113146620639768,1.1822711525940028,0
-0.40866940898612236,-0.23179565631530102,0.532892411789151,0.4896139853889918,0.38204133187671935,0
0.37722441784171945,-0.8473807144944417,0.5094540707529764,0.47118222934581444,0.5104800034460685,0
-0.7978611560445786,0.6712673538688949,0.5159837475328258,0.47635268908097517,0.8657426344381173,0
-0.03314882830674652,-1.5669926532444558,0.4724068370157493,0.4413304228228537,-0.6864042217125993,0
0.029693964848067248,0.21338968224099686,0.3402574756033768,0.3279692842959272,0.9113104069883682,0
0.21634373184099792,-1.5717880749562674,0.49153035087440056,0.4568489612310814,-0.4070650310097874,0
-0.2541979698114459,-1.4500532554501442,0.5203589268030532,0.47980178102692,-0.7040905174316168,0
